"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
18,18,25,29,54,63,63,68,80,99,99,102,108,156,255,293,303,339,372,416,879
10,16,22,52,57,59,63,66,74,114,136,148,180,184,313,331,357,367,392,416,482
1,9,26,26,32,68,80,82,82,114,129,163,168,170,170,174,184,261,441,669,790
3,11,44,45,62,64,65,104,113,120,145,154,175,196,203,262,269,343,378,481,602
3,8,13,19,19,27,38,60,67,75,98,110,155,170,207,212,252,326,363,476,1141
27,36,45,49,57,59,61,64,71,92,109,143,180,195,223,241,246,262,293,515,871
5,15,21,21,24,35,39,45,51,68,107,151,183,184,186,198,210,269,414,749,864
7,12,12,14,15,19,30,39,42,74,90,159,176,182,190,244,308,351,495,634,746
1,13,25,32,47,55,57,95,100,125,128,128,141,154,188,264,283,334,387,507,775
4,8,23,63,77,77,84,104,111,114,131,134,136,150,180,208,275,315,415,471,759
14,16,21,26,29,46,50,54,78,78,110,142,148,170,175,180,240,430,491,646,695
4,4,17,25,27,34,47,82,89,102,135,169,189,207,217,234,290,435,448,508,576
13,19,19,29,42,45,64,82,128,176,176,184,187,207,220,263,287,351,385,442,520
4,6,14,26,35,68,68,85,110,152,172,199,213,234,247,265,285,301,325,488,542
12,13,22,60,63,71,72,87,142,143,188,218,220,233,260,271,286,313,346,362,457
26,26,38,38,52,69,70,94,116,137,158,187,202,204,222,273,274,318,404,410,521
19,19,29,48,55,61,83,106,112,136,160,164,188,196,198,256,267,301,339,436,666
14,21,25,36,47,67,82,101,109,114,169,179,215,233,251,270,309,323,339,443,492
5,6,6,18,18,21,49,53,83,87,121,135,156,213,238,244,309,459,468,527,623
4,14,16,19,32,43,63,98,98,124,137,147,152,166,186,233,264,283,298,542,920
2,12,12,18,24,30,36,40,48,71,83,96,119,132,244,272,281,288,493,619,919
24,30,43,61,74,77,78,79,86,92,102,129,159,190,217,283,385,397,412,458,463
13,39,39,44,44,44,62,73,104,105,106,138,170,177,180,187,246,374,423,515,756
4,4,8,19,26,33,80,85,89,94,98,101,108,130,138,164,261,261,493,784,859
5,13,27,29,40,42,50,77,97,122,154,154,174,232,235,236,245,298,311,458,840
1,6,9,15,20,42,53,81,81,82,125,149,196,310,326,327,345,351,399,424,497
3,19,22,31,61,96,127,147,160,164,172,201,201,205,206,215,260,292,323,350,584
1,21,28,33,36,40,41,52,69,167,183,193,207,219,232,251,279,416,421,473,477
18,19,20,46,47,48,54,69,70,77,88,89,126,129,223,245,256,275,316,790,834
2,14,15,44,69,78,88,91,136,155,159,167,195,254,273,280,281,295,325,444,474
2,19,47,63,79,87,99,104,108,109,120,143,145,178,247,255,269,325,341,349,750
2,24,25,28,45,50,94,103,122,124,129,133,159,172,232,238,245,254,354,505,801
3,4,7,11,14,27,27,31,98,106,106,144,147,160,177,260,334,355,484,497,847
3,3,3,24,31,36,39,57,74,75,76,84,120,121,219,269,319,513,523,566,684
8,11,15,24,29,30,57,60,76,94,124,144,172,220,250,272,272,303,434,561,683
5,10,20,21,32,42,42,73,86,92,92,105,122,142,161,208,261,284,334,424,1283
18,32,36,47,47,58,61,83,85,88,101,124,139,162,195,219,237,335,489,635,648
1,11,15,48,50,56,73,96,118,136,142,148,159,165,217,229,232,281,285,513,864
24,26,32,34,37,45,47,55,89,108,112,136,150,171,244,244,279,293,300,344,1069
12,27,51,52,57,79,113,114,120,124,128,151,203,218,226,236,286,331,392,415,504
7,7,37,44,54,64,65,69,70,78,144,168,172,218,221,235,254,259,272,461,940
7,10,17,17,22,38,44,46,53,71,153,160,173,187,214,326,351,385,473,525,567
11,21,68,83,85,88,90,134,149,155,162,162,181,192,196,201,260,298,337,404,562
35,36,55,63,68,73,74,92,93,98,110,136,162,217,240,248,248,302,315,330,844
3,13,15,24,47,53,59,65,81,93,111,163,199,214,245,272,310,377,404,456,635
4,5,58,65,88,93,96,101,126,150,172,227,228,230,237,237,261,267,373,395,426
1,3,38,51,57,71,81,93,122,151,153,163,191,195,205,220,263,313,415,436,617
10,22,26,30,43,46,55,72,115,117,138,163,183,189,193,194,293,414,447,490,599
10,23,27,29,39,54,69,91,97,99,106,119,133,135,231,264,270,301,354,633,755
1,12,14,14,21,38,38,48,55,62,83,106,136,151,214,227,239,494,547,583,756
20,21,30,51,59,64,80,108,111,144,169,171,173,200,241,246,302,331,373,432,513
4,13,21,21,28,32,46,49,77,114,119,148,201,210,219,246,313,331,429,506,712
5,6,22,38,44,47,53,66,67,71,76,119,131,158,207,255,307,315,492,519,841
9,13,16,25,34,37,91,103,116,125,130,131,154,206,214,250,265,293,333,566,728
8,21,34,48,52,53,56,69,86,110,177,186,199,217,266,272,283,291,410,427,574
13,21,64,71,82,88,102,109,121,133,156,158,161,174,182,188,211,246,252,388,919
3,18,21,23,29,36,64,64,71,88,115,117,130,143,160,227,346,404,440,496,844
18,33,59,60,63,85,86,100,107,113,127,173,188,204,231,260,283,294,338,446,571
18,21,33,36,55,60,66,107,136,141,142,143,149,151,159,177,208,304,356,449,928
2,10,10,11,11,58,88,93,117,131,171,182,186,200,202,215,260,267,274,435,916
1,5,12,12,13,16,49,64,78,104,143,168,179,188,189,209,296,382,402,476,853
8,47,49,53,63,72,77,86,109,110,138,155,168,173,218,271,334,345,388,475,500
22,25,26,28,32,59,80,87,102,138,148,160,205,209,235,238,242,255,264,397,887
1,5,5,5,6,7,18,32,44,73,99,118,241,312,321,326,339,394,398,488,607
12,38,46,47,51,57,70,71,108,116,186,200,208,233,244,247,306,371,395,403,430
2,4,32,33,41,150,153,167,168,171,172,188,202,207,216,242,288,298,301,381,423
28,31,32,32,41,45,51,62,63,126,141,188,224,244,268,295,299,310,331,388,640
3,10,16,34,45,54,76,89,108,123,127,154,155,168,191,255,352,426,427,471,555
3,5,36,47,61,73,75,80,111,164,168,180,183,192,195,207,244,270,311,335,899
39,44,46,48,48,48,53,97,108,116,125,134,134,139,169,182,304,375,403,544,683
7,11,25,33,34,35,37,41,43,67,110,112,170,277,285,316,345,345,350,578,618
6,11,23,38,46,97,105,105,127,128,159,160,169,172,196,223,257,303,335,379,800
4,17,32,45,52,53,57,70,95,99,110,131,203,219,221,230,254,304,382,580,681
14,14,21,42,43,55,60,68,75,80,91,126,132,143,213,245,271,329,483,554,780
8,15,30,35,38,68,68,122,124,124,125,130,146,192,237,240,328,364,424,449,572
14,23,34,43,57,63,67,70,94,123,130,161,180,198,237,243,298,326,389,396,693
8,18,22,23,24,42,47,51,56,61,78,115,119,145,149,161,176,229,616,844,855
20,20,26,44,51,56,58,65,122,122,151,153,167,229,242,287,289,370,375,466,526
14,17,22,24,25,53,62,77,81,94,111,130,137,148,174,184,257,325,456,527,921
6,30,31,43,50,51,58,60,64,67,73,76,76,192,230,250,289,320,388,563,922
11,20,28,44,50,52,56,118,125,171,175,177,177,178,221,275,289,325,339,461,547
10,14,29,47,60,60,61,87,105,105,129,136,162,162,186,198,329,408,445,528,578
9,13,14,19,38,57,74,102,105,105,159,180,187,201,207,219,292,445,452,464,497
3,37,38,62,63,72,100,100,110,125,182,187,190,202,203,216,266,313,332,462,576
21,26,29,31,35,40,47,65,65,80,90,121,136,172,206,233,234,279,366,517,1046
10,34,39,43,43,73,77,80,84,117,122,186,188,206,212,300,309,316,329,376,695
6,7,10,15,18,27,61,77,83,83,118,163,174,183,184,195,221,339,481,674,720
32,53,60,79,90,96,102,103,124,126,132,167,179,197,210,250,295,334,353,384,473
4,22,43,43,61,63,65,82,118,145,152,179,193,197,207,213,243,250,284,360,915
12,25,27,62,71,72,87,90,92,96,105,107,209,229,243,255,358,376,407,444,472
2,15,25,27,31,56,63,87,135,157,187,197,200,250,252,257,263,288,349,457,541
4,18,28,41,45,47,55,63,103,132,147,150,167,184,197,211,250,298,327,451,921
2,5,10,10,12,42,67,97,101,104,123,143,163,180,270,317,323,359,371,497,643
13,17,19,19,38,72,77,90,95,140,159,162,167,168,194,235,246,281,330,581,736
3,7,9,13,37,62,93,98,101,121,132,143,149,211,229,237,238,310,327,414,905
4,5,10,23,38,75,75,78,100,128,169,169,197,242,252,253,296,325,363,401,636
8,11,18,30,32,49,52,75,98,105,117,184,193,234,252,276,278,333,391,458,645
24,27,47,50,52,60,81,81,90,96,106,134,149,180,201,230,243,305,306,619,758
8,10,22,55,63,78,83,101,103,104,109,114,152,161,169,191,255,267,323,533,938
14,19,24,41,62,78,101,101,107,133,164,170,207,218,227,236,295,358,388,388,508
2,4,17,28,37,48,48,55,68,113,129,172,201,236,246,247,332,426,442,489,499
10,15,17,17,37,42,46,69,96,139,151,168,174,244,263,298,327,395,405,445,481
7,12,44,45,51,53,87,89,102,103,110,112,163,213,232,274,276,316,466,511,573
5,22,26,51,58,90,94,120,122,124,149,157,160,208,261,268,295,301,316,481,531
6,7,9,10,24,29,53,58,71,97,109,151,155,165,190,247,302,376,391,504,885
6,16,23,34,44,60,62,63,67,72,73,84,89,124,199,233,275,278,378,466,1193
5,7,8,13,16,18,34,51,52,75,95,118,183,189,207,280,288,353,380,662,805
4,9,13,29,43,50,54,78,89,110,131,144,145,149,175,249,261,309,334,589,874
11,30,39,42,55,71,86,86,102,109,122,124,144,231,232,296,324,341,388,503,503
4,11,26,42,47,60,79,96,114,126,144,200,211,229,238,262,343,365,366,366,510
16,20,35,42,62,64,73,95,108,113,130,136,159,188,239,272,338,343,360,519,527
23,27,38,39,44,46,57,84,101,129,138,141,150,162,180,250,253,345,500,515,617
19,30,31,37,59,69,91,116,136,139,148,158,162,212,237,302,314,346,372,422,439
9,25,30,50,64,87,97,97,97,118,126,135,139,144,163,172,307,334,345,605,695
11,17,23,42,53,54,65,77,77,104,108,119,165,188,227,292,311,389,495,508,514
13,27,42,51,51,62,79,105,116,123,132,150,186,186,197,217,252,381,415,416,638
9,24,27,27,59,68,72,73,103,131,151,172,177,199,208,261,270,280,350,581,597
6,14,16,33,42,42,70,72,115,116,133,143,187,198,216,216,275,312,464,527,642
1,9,28,36,72,72,81,86,124,160,178,182,182,241,259,263,320,323,338,391,493
18,35,42,44,45,56,59,59,62,63,82,120,127,142,191,195,271,320,431,560,917
1,4,5,17,35,36,43,44,59,77,117,118,145,237,259,264,277,290,451,495,865
26,42,42,68,77,90,97,146,148,158,179,207,209,211,241,242,284,294,333,351,394
7,54,57,60,72,75,76,82,114,114,120,124,170,231,249,257,280,330,387,440,540
18,20,40,42,81,106,107,110,110,124,179,184,207,227,243,253,282,312,333,355,506
2,11,37,50,60,73,82,95,107,110,149,184,206,215,229,253,262,281,378,408,647
9,11,25,53,57,58,61,74,121,136,158,160,184,216,219,287,312,313,322,357,706
2,5,5,9,24,49,51,128,135,180,182,197,200,268,299,305,305,337,342,345,471
2,3,6,12,15,23,29,36,38,85,88,108,147,220,283,297,300,306,308,747,786
3,31,49,56,63,72,78,79,81,87,117,145,150,153,167,167,191,225,289,787,849
7,15,31,48,68,70,72,75,93,102,128,134,138,153,183,199,335,359,435,555,639
10,11,15,15,23,28,57,64,67,83,85,191,193,204,244,270,285,325,445,605,619
16,42,45,46,60,105,129,140,151,155,155,161,177,182,189,215,219,279,402,409,562
5,9,25,31,43,70,71,84,85,142,143,166,185,204,205,229,311,321,426,532,552
15,22,23,37,38,49,70,71,81,86,231,238,238,240,268,275,294,299,347,452,465
17,27,37,65,85,91,123,129,140,167,189,196,203,222,281,281,285,300,307,331,363
14,15,16,21,26,38,44,83,96,96,110,123,125,130,140,191,214,404,443,721,789
19,24,26,28,30,30,87,90,110,123,127,141,146,166,200,241,275,368,444,518,646
10,34,45,66,81,90,112,124,126,138,180,182,190,190,225,241,245,321,334,443,462
2,6,12,37,37,43,71,71,72,106,129,159,168,228,240,254,303,309,370,392,830
13,35,73,88,92,98,98,101,160,162,174,180,187,190,208,220,228,234,396,421,481
36,38,60,66,66,73,91,92,99,119,137,171,176,189,222,230,263,275,305,501,630
15,20,46,48,55,63,63,73,87,109,124,131,140,162,213,226,315,359,369,403,818
17,18,29,29,35,41,69,100,123,144,144,194,197,225,234,256,256,286,335,436,671
22,35,36,50,72,78,78,113,116,140,144,164,186,209,234,247,247,335,414,432,487
23,46,52,60,67,69,78,88,121,143,143,159,169,213,223,232,315,322,340,421,555
30,32,76,82,83,85,93,109,123,141,170,204,220,220,231,242,243,250,318,339,548
5,6,14,33,36,49,68,77,87,127,142,151,197,202,211,231,275,414,475,513,526
11,15,28,44,61,73,73,74,82,88,107,111,170,171,219,221,326,352,409,528,676
3,8,9,13,15,22,31,49,56,66,83,140,145,148,270,276,353,511,522,527,592
3,4,5,22,58,61,90,100,105,135,140,171,187,225,225,266,284,371,375,431,581
8,26,30,32,57,72,76,79,83,85,156,161,192,207,236,275,304,317,387,498,558
22,27,31,50,52,64,72,101,122,136,156,156,195,209,213,214,218,293,366,476,666
7,14,18,19,22,26,42,45,54,82,83,110,110,119,119,159,332,369,392,520,1197
3,7,17,17,20,25,82,95,103,112,115,126,157,179,180,207,218,264,304,527,1081
11,26,33,45,58,62,64,92,98,123,154,169,179,185,230,288,295,298,299,354,776
5,10,13,13,30,61,75,100,105,106,141,182,186,205,221,238,271,338,432,507,600
4,10,11,15,25,34,41,42,43,44,66,122,131,181,208,244,289,368,534,534,893
10,10,21,22,36,42,72,78,80,89,104,147,174,188,203,211,224,251,316,474,1087
1,13,33,39,40,44,76,114,130,131,134,156,168,171,177,181,248,292,396,580,715
17,28,28,32,34,68,72,93,114,115,115,122,149,152,184,212,235,266,316,426,1061
1,5,8,31,40,61,71,111,120,126,189,190,196,216,286,292,315,334,387,394,466
11,11,14,17,19,23,23,25,50,52,86,102,134,156,258,299,344,391,459,478,887
5,37,41,45,63,67,69,117,141,143,165,193,198,214,215,233,264,327,340,417,545
21,27,42,65,85,85,91,96,103,106,110,151,179,186,188,200,337,356,451,480,480
1,9,15,30,51,62,70,104,119,130,149,165,183,205,205,224,256,260,430,526,645
13,23,30,42,51,53,56,85,118,167,186,205,212,230,239,240,264,382,383,407,453
13,29,38,38,41,49,59,83,101,117,176,182,217,248,250,258,263,308,324,437,608
9,9,10,11,13,14,20,26,26,57,68,141,177,191,266,341,343,412,527,586,592
13,23,30,31,40,55,55,57,102,103,122,141,148,150,162,172,254,339,392,717,733
8,10,40,88,135,137,137,140,142,152,153,155,175,176,193,198,257,257,412,428,446
12,12,16,51,69,75,82,92,95,96,142,182,190,214,246,266,288,323,352,391,645
7,25,26,36,36,56,74,81,106,114,138,151,163,172,180,272,276,279,333,638,676
1,6,12,19,40,41,99,111,122,123,154,172,212,213,218,230,301,329,330,542,564
3,12,17,20,30,54,65,74,90,101,104,120,121,129,148,183,237,309,325,554,1143
1,10,11,13,14,30,39,43,65,102,139,140,166,171,242,289,364,366,455,514,665
9,15,17,27,33,33,37,38,51,88,105,117,123,146,151,245,308,439,533,614,710
1,1,2,2,25,26,58,58,82,88,95,134,145,228,233,299,354,392,397,575,644
8,10,16,35,40,49,51,75,111,135,139,145,188,227,253,304,325,331,362,417,618
13,13,18,33,35,44,50,58,59,94,114,139,152,217,235,267,322,327,351,393,905
1,2,7,26,26,97,127,127,139,145,179,200,201,208,215,266,298,367,376,411,421
10,11,13,17,27,46,64,70,83,120,132,190,192,198,232,257,274,301,391,591,620
3,4,6,12,49,72,82,86,95,119,130,164,194,200,203,221,244,324,372,423,836
9,23,40,66,95,96,112,127,128,136,141,148,154,184,213,233,262,266,411,486,509
1,12,16,38,59,78,84,89,97,134,158,190,199,202,242,252,307,328,328,503,522
10,11,19,36,55,58,65,73,113,115,115,151,164,186,186,189,283,339,408,543,720
9,15,28,34,35,49,61,94,100,120,142,154,166,184,219,265,330,349,400,475,610
2,13,18,42,42,43,48,71,84,100,115,120,156,184,205,221,350,382,489,572,582
1,4,30,30,31,40,88,93,108,132,134,159,198,199,264,292,310,316,332,335,743
4,24,28,34,37,44,44,53,147,176,186,186,190,207,221,248,273,328,372,465,572
3,13,24,30,31,44,47,51,83,89,163,180,186,192,276,303,315,332,342,370,765
4,13,17,22,25,53,70,79,102,147,152,156,192,207,250,270,283,325,387,457,628
3,17,18,22,32,55,62,62,75,80,105,130,135,146,148,186,237,335,461,724,806
18,27,27,29,49,61,87,92,92,102,104,107,123,177,221,251,296,337,384,468,787
5,7,12,26,33,34,50,59,72,99,117,147,163,184,189,277,420,434,441,462,608
1,4,17,18,22,71,93,97,109,116,154,159,161,170,219,268,307,359,382,519,593
5,17,17,18,18,27,32,70,73,107,121,150,217,234,292,300,326,357,400,401,657
3,12,41,59,67,83,83,86,87,87,102,186,216,243,280,280,292,357,422,423,430
18,22,28,35,36,36,39,60,60,61,81,82,127,236,290,299,323,350,506,545,605
7,23,39,71,82,82,90,101,104,115,153,162,162,166,169,198,254,301,413,419,728
10,31,64,68,68,69,69,73,79,81,88,89,113,159,213,214,254,311,335,618,833
7,8,31,32,45,49,52,53,75,94,120,134,168,177,195,213,316,361,384,389,936
25,35,48,55,74,77,77,85,94,114,142,145,152,153,209,237,308,334,339,525,611
2,7,31,33,36,49,57,68,90,98,111,142,143,221,228,229,273,326,493,496,706
17,30,42,48,53,54,67,87,89,117,141,159,166,185,213,215,226,281,437,560,652
12,12,18,22,26,37,55,76,96,125,131,140,166,169,220,222,241,309,353,452,957
4,14,19,30,30,53,56,69,84,119,122,158,166,186,201,208,214,272,458,520,856
3,15,22,42,47,70,75,83,93,101,106,126,177,181,195,240,267,321,340,450,885
16,19,23,25,83,89,100,111,116,127,127,162,164,175,223,231,232,285,300,460,771
22,45,49,93,114,119,124,125,132,135,176,180,186,206,214,249,260,286,290,305,529
2,5,5,11,15,32,41,57,88,91,162,185,202,203,238,244,257,366,372,539,724
9,18,22,46,50,51,61,94,96,108,135,154,179,188,252,262,331,358,461,469,495
5,38,52,71,73,76,77,82,108,128,135,153,178,180,185,256,268,306,362,374,732
4,16,24,30,32,37,54,57,62,94,156,186,198,205,266,267,362,385,409,463,532
9,26,49,53,56,70,70,75,82,123,127,139,160,211,230,231,334,368,416,440,570
1,2,23,31,46,48,62,75,79,88,97,135,161,162,211,334,345,360,398,545,636
24,25,27,35,46,49,57,60,77,103,103,112,113,151,162,243,361,394,477,566,654
4,13,52,65,74,77,85,86,103,103,106,115,161,189,210,216,223,233,390,414,920
14,14,26,32,41,41,45,45,49,80,157,159,170,179,207,267,286,323,355,625,724
11,18,18,22,22,37,39,39,49,60,92,100,105,159,204,217,240,285,407,507,1208
10,14,29,44,55,56,75,78,85,86,96,104,104,151,235,242,317,352,497,538,671
15,24,37,39,51,53,56,72,188,188,210,212,213,219,238,241,257,261,332,332,601
7,21,29,46,47,52,71,81,108,108,123,126,129,165,178,193,222,233,241,496,1163
6,8,9,14,18,27,45,51,70,76,92,161,170,171,172,284,303,351,388,569,854
6,7,18,44,50,57,68,71,76,82,85,113,129,213,221,297,364,453,487,490,508
11,19,29,32,47,47,56,83,90,106,121,122,124,146,199,206,221,305,438,458,979
3,4,16,25,35,43,44,44,73,79,145,152,161,177,183,368,405,432,448,490,512
1,29,47,70,74,88,90,92,98,129,130,203,211,224,227,265,281,341,377,379,483
23,35,42,46,50,58,79,87,96,98,113,120,139,171,177,198,207,208,350,687,855
2,2,16,21,23,37,40,83,105,112,122,127,128,143,162,200,372,499,512,552,581
2,11,28,29,71,79,81,87,111,116,117,131,141,186,226,234,251,298,298,436,906
14,40,44,45,45,55,67,70,71,78,79,97,109,158,171,188,239,276,655,666,672
14,15,16,17,21,32,36,70,77,129,149,177,195,208,235,254,255,259,349,580,751
5,6,44,49,70,72,72,73,100,125,163,165,171,175,234,289,294,326,349,446,611
19,20,24,26,28,94,107,108,130,144,176,183,228,254,254,261,279,302,370,376,456
1,22,48,72,79,81,83,97,102,122,143,148,169,184,201,203,240,313,384,422,725
8,8,36,50,83,105,113,122,136,141,176,176,179,206,220,228,281,308,350,424,489
6,10,17,23,24,27,64,64,65,68,68,97,125,234,261,316,372,427,499,507,565
8,14,28,29,59,64,64,97,97,97,98,121,135,196,206,243,279,292,353,559,800
2,8,16,19,27,29,52,83,106,113,130,138,143,161,208,233,271,408,433,440,819
13,14,50,66,72,72,77,154,161,182,183,186,190,209,236,261,264,318,326,383,422
16,27,70,71,72,92,92,104,113,122,125,193,236,251,256,262,266,292,298,370,511
2,18,27,48,94,96,131,137,140,150,156,172,175,177,188,188,241,333,351,387,628
8,15,18,21,35,42,60,105,115,119,130,153,168,222,251,263,313,333,379,385,704
8,20,23,23,27,60,63,89,92,92,100,104,116,127,159,321,387,389,477,558,604
11,12,38,49,53,59,62,64,66,105,110,122,125,143,196,198,217,270,308,568,1063
4,19,25,25,34,37,50,89,94,133,134,140,149,212,212,349,362,380,380,468,543
7,12,20,33,42,48,58,61,67,138,157,163,174,183,192,202,204,211,273,687,907
4,15,22,30,32,70,88,111,126,127,131,142,152,192,213,241,264,357,427,536,559
8,17,38,52,62,73,74,83,92,93,106,107,120,171,195,214,221,260,381,650,822
13,33,46,47,52,63,65,67,86,96,108,152,158,172,227,293,339,363,375,403,681
13,24,27,51,53,80,80,82,104,105,107,113,148,153,220,236,238,242,359,634,770
10,21,35,40,65,74,75,79,83,90,96,139,155,169,191,269,309,339,374,501,725
4,6,12,31,41,66,68,68,72,84,89,93,124,126,157,182,272,425,532,611,776
3,31,43,49,50,58,61,69,73,73,95,106,150,188,217,288,411,421,433,496,524
46,54,91,93,96,120,131,135,142,147,170,188,189,201,202,256,272,301,312,340,353
2,18,21,23,27,29,45,47,61,121,178,220,232,235,269,272,309,332,378,388,632
1,5,8,10,21,67,95,105,106,106,113,127,129,178,208,242,273,372,448,457,768
3,4,4,7,16,31,36,49,56,70,91,147,175,237,299,331,348,409,448,528,550
5,29,29,50,91,101,113,116,133,133,141,162,162,182,204,258,289,300,322,442,577
25,33,40,42,47,66,69,70,75,76,79,79,92,100,245,254,296,496,498,543,614
12,18,25,39,41,55,69,80,83,107,120,129,157,198,228,238,262,366,396,481,735
8,19,25,30,35,38,58,66,76,101,143,146,154,167,179,221,272,290,348,701,762
8,16,16,23,23,26,46,49,56,57,65,104,170,187,224,257,299,436,548,590,639
5,7,13,17,33,49,56,64,69,93,98,100,103,148,237,268,272,272,394,734,807
4,9,36,38,38,39,47,83,114,122,123,129,136,169,206,226,257,263,458,485,857
5,10,41,44,51,85,85,93,98,113,145,183,203,213,230,232,236,244,340,430,758
1,4,10,19,20,30,39,40,49,80,104,131,148,183,206,255,291,449,486,516,778
15,19,26,35,54,55,67,68,81,88,105,171,226,233,242,303,322,339,431,440,519
5,18,18,23,32,53,76,78,87,91,119,187,203,220,228,256,283,292,443,512,615
9,12,29,35,36,41,62,63,73,116,116,159,165,195,244,272,287,309,389,538,689
16,16,22,40,42,45,53,54,65,68,86,98,153,226,242,263,300,309,358,687,696
4,14,19,26,26,31,48,82,113,125,155,155,157,158,190,215,368,439,441,522,551
4,7,17,26,34,54,59,80,84,93,95,111,119,220,233,290,322,353,468,574,596
8,19,22,24,43,49,56,62,62,87,152,152,165,167,193,230,247,343,519,587,652
4,21,23,35,35,68,69,71,95,108,121,143,164,195,218,329,355,386,391,473,535
